Ordine e disciplina,Codice Ateco 2007,Descrizione,,,,,
1890,47.4,COMMERCIO AL DETTAGLIO DI APPARECCHIATURE INFORMATICHE E PER LE TELECOMUNICAZIONI (ICT) IN ESERCIZI SPECIALIZZATI,,,,,
1891,47.41,"Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati",,,,,
1892,47.41.0,"Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati",,,,,
1893,47.41.00,"Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati",,,,,
1894,47.42,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati,,,,,
1895,47.42.0,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati,,,,,
1896,47.42.00,Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati,,,,,
1897,47.43,Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati,,,,,
1898,47.43.0,Commercio al dettaglio di apparecchi audio e video in esercizi specializzati,,,,,
1899,47.43.00,Commercio al dettaglio di apparecchi audio e video in esercizi specializzati,,,,,
1900,47.5,COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI PER USO DOMESTICO IN ESERCIZI SPECIALIZZATI,,,,,
1901,47.51,Commercio al dettaglio di prodotti tessili in esercizi specializzati,,,,,
1902,47.51.1,"Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa",,,,,
1903,47.51.10,"Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa",,,,,
1904,47.51.2,Commercio al dettaglio di filati per maglieria e merceria,,,,,
1905,47.51.20,Commercio al dettaglio di filati per maglieria e merceria,,,,,
1906,47.52,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiali da costruzione in esercizi specializzati",,,,,
1907,47.52.1,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico",,,,,
1908,47.52.10,"Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico",,,,,
1909,47.52.2,Commercio al dettaglio di articoli igienico-sanitari,,,,,
1910,47.52.20,Commercio al dettaglio di articoli igienico-sanitari,,,,,
1911,47.52.3,"Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle",,,,,
1912,47.52.30,"Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle",,,,,
1913,47.52.4,"Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio",,,,,
1914,47.52.40,"Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio",,,,,
1915,47.53,"Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti (moquette, linoleum) in esercizi specializzati",,,,,
1916,47.53.1,"Commercio al dettaglio di tappeti, tende e tendine",,,,,
1917,47.53.11,Commercio al dettaglio di tende e tendine,,,,,
1918,47.53.12,Commercio al dettaglio di tappeti,,,,,
1919,47.53.2,Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum),,,,,
1920,47.53.20,Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum),,,,,
1921,47.54,Commercio al dettaglio di elettrodomestici in esercizi specializzati,,,,,
1922,47.54.0,Commercio al dettaglio di elettrodomestici in esercizi specializzati,,,,,
1923,47.54.00,Commercio al dettaglio di elettrodomestici in esercizi specializzati,,,,,
1924,47.59,"Commercio al dettaglio di mobili, di articoli per l'illuminazione e altri articoli per la casa in esercizi specializzati",,,,,
1925,47.59.1,Commercio al dettaglio di mobili per la casa,,,,,
1926,47.59.10,Commercio al dettaglio di mobili per la casa,,,,,
1927,47.59.2,"Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame",,,,,
1928,47.59.20,"Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame",,,,,
1929,47.59.3,Commercio al dettaglio di articoli per l'illuminazione,,,,,
1930,47.59.30,Commercio al dettaglio di articoli per l'illuminazione,,,,,
1931,47.59.4,Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico,,,,,
1932,47.59.40,Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico,,,,,
1933,47.59.5,Commercio al dettaglio di sistemi di sicurezza,,,,,
1934,47.59.50,Commercio al dettaglio di sistemi di sicurezza,,,,,
1935,47.59.6,Commercio al dettaglio di strumenti musicali e spartiti,,,,,
1936,47.59.60,Commercio al dettaglio di strumenti musicali e spartiti,,,,,
1937,47.59.9,Commercio al dettaglio di altri articoli diversi per uso domestico nca,,,,,
1938,47.59.91,"Commercio al dettaglio di articoli in legno, sughero, vimini e articoli in plastica per uso domestico",,,,,
1939,47.59.99,Commercio al dettaglio di altri articoli per uso domestico nca,,,,,
1940,47.6,COMMERCIO AL DETTAGLIO DI ARTICOLI CULTURALI E RICREATIVI IN ESERCIZI SPECIALIZZATI,,,,,
1941,47.61,Commercio al dettaglio di libri in esercizi specializzati,,,,,
1942,47.61.0,Commercio al dettaglio di libri nuovi in esercizi specializzati,,,,,
1943,47.61.00,Commercio al dettaglio di libri nuovi in esercizi specializzati,,,,,
1944,47.62,Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati,,,,,
1945,47.62.1,"Commercio al dettaglio di giornali, riviste e periodici",,,,,
1946,47.62.10,"Commercio al dettaglio di giornali, riviste e periodici",,,,,
1947,47.62.2,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,,,,,
1948,47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,,,,,
1949,47.63,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,,,,
1950,47.63.0,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,,,,
1951,47.63.00,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,,,,
1952,47.64,Commercio al dettaglio di articoli sportivi in esercizi specializzati,,,,,
1953,47.64.1,"Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero",,,,,
1954,47.64.10,"Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero",,,,,
1955,47.64.2,Commercio al dettaglio di natanti e accessori,,,,,
1956,47.64.20,Commercio al dettaglio di natanti e accessori,,,,,
1957,47.65,Commercio al dettaglio di giochi e giocattoli in esercizi specializzati,,,,,
1958,47.65.0,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici),,,,,
1959,47.65.00,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici),,,,,
1960,47.7,COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI IN ESERCIZI SPECIALIZZATI,,,,,
1961,47.71,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,,,,,
1962,47.71.1,Commercio al dettaglio di confezioni per adulti,,,,,
1963,47.71.10,Commercio al dettaglio di confezioni per adulti,,,,,
1964,47.71.2,Commercio al dettaglio di confezioni per bambini e neonati,,,,,
1965,47.71.20,Commercio al dettaglio di confezioni per bambini e neonati,,,,,
1966,47.71.3,"Commercio al dettaglio di biancheria personale, maglieria, camicie",,,,,
1967,47.71.30,"Commercio al dettaglio di biancheria personale, maglieria, camicie",,,,,
1968,47.71.4,Commercio al dettaglio di pellicce e di abbigliamento in pelle,,,,,
1969,47.71.40,Commercio al dettaglio di pellicce e di abbigliamento in pelle,,,,,
1970,47.71.5,"Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte",,,,,
1971,47.71.50,"Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte",,,,,
1972,47.72,Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati,,,,,
1973,47.72.1,Commercio al dettaglio di calzature e accessori,,,,,
1974,47.72.10,Commercio al dettaglio di calzature e accessori,,,,,
1975,47.72.2,Commercio al dettaglio di articoli di pelletteria e da viaggio,,,,,
1976,47.72.20,Commercio al dettaglio di articoli di pelletteria e da viaggio,,,,,
1977,47.73,Commercio al dettaglio di medicinali in esercizi specializzati,,,,,
1978,47.73.1,Farmacie,,,,,
1979,47.73.10,Farmacie,,,,,
1980,47.73.2,Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica,,,,,
1981,47.73.20,Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica,,,,,
1982,47.74,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,,,,
1983,47.74.0,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,,,,
1984,47.74.00,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,,,,
1985,47.75,"Commercio al dettaglio di cosmetici, di articoli di profumeria e di erboristeria in esercizi specializzati",,,,,
1986,47.75.1,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale",,,,,
1987,47.75.10,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale",,,,,
1988,47.75.2,Erboristerie,,,,,
1989,47.75.20,Erboristerie,,,,,
1990,47.76,"Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati",,,,,
1991,47.76.1,Commercio al dettaglio di fiori e piante,,,,,
1992,47.76.10,Commercio al dettaglio di fiori e piante,,,,,
1993,47.76.2,Commercio al dettaglio di piccoli animali domestici,,,,,
1994,47.76.20,Commercio al dettaglio di piccoli animali domestici,,,,,
1995,47.77,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,,,,,
1996,47.77.0,"Commercio al dettaglio di orologi, articoli di gioielleria e argenteria",,,,,
1997,47.77.00,"Commercio al dettaglio di orologi, articoli di gioielleria e argenteria",,,,,
1998,47.78,Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati,,,,,
1999,47.78.1,Commercio al dettaglio di mobili per ufficio,,,,,
2000,47.78.10,Commercio al dettaglio di mobili per ufficio,,,,,
2001,47.78.2,Commercio al dettaglio di materiale per ottica e fotografia,,,,,
2002,47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,,,,,
2003,47.78.3,"Commercio al dettaglio di oggetti d'arte di culto e di decorazione, chincaglieria e bigiotteria",,,,,
2004,47.78.31,Commercio al dettaglio di oggetti d'arte (incluse le gallerie d'arte),,,,,
2005,47.78.32,Commercio al dettaglio di oggetti d'artigianato,,,,,
2006,47.78.33,Commercio al dettaglio di arredi sacri ed articoli religiosi,,,,,
2007,47.78.34,Commercio al dettaglio di articoli da regalo e per fumatori,,,,,
2008,47.78.35,Commercio al dettaglio di bomboniere,,,,,
2009,47.78.36,Commercio al dettaglio di chincaglieria e bigiotteria (inclusi gli oggetti ricordo e gli articoli di promozione pubblicitaria),,,,,
2010,47.78.37,Commercio al dettaglio di articoli per le belle arti,,,,,
2011,47.78.4,Commercio al dettaglio di combustibile per uso domestico e per riscaldamento,,,,,
2012,47.78.40,Commercio al dettaglio di combustibile per uso domestico e per riscaldamento,,,,,
2013,47.78.5,"Commercio al dettaglio di armi e munizioni, articoli militari",,,,,
2014,47.78.50,"Commercio al dettaglio di armi e munizioni, articoli militari",,,,,
2015,47.78.6,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini",,,,,
2016,47.78.60,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini",,,,,
2017,47.78.9,Commercio al dettaglio di altri prodotti non alimentari,,,,,
2018,47.78.91,"Commercio al dettaglio di filatelia, numismatica e articoli da collezionismo",,,,,
2019,47.78.92,"Commercio al dettaglio di spaghi, cordami, tele e sacchi di juta e prodotti per l'imballaggio (esclusi quelli in carta e cartone)",,,,,
2020,47.78.93,Commercio al dettaglio di articoli funerari e cimiteriali,,,,,
2021,47.78.94,Commercio al dettaglio di articoli per adulti (sexy shop),,,,,
2022,47.78.99,Commercio al dettaglio di altri prodotti non alimentari nca,,,,,
2023,47.79,Commercio al dettaglio di articoli di seconda mano in negozi,,,,,
2024,47.79.1,Commercio al dettaglio di libri di seconda mano,,,,,
2025,47.79.10,Commercio al dettaglio di libri di seconda mano,,,,,
2026,47.79.2,Commercio al dettaglio di mobili usati e oggetti di antiquariato,,,,,
2027,47.79.20,Commercio al dettaglio di mobili usati e oggetti di antiquariato,,,,,
2028,47.79.3,Commercio al dettaglio di indumenti e altri oggetti usati,,,,,
2029,47.79.30,Commercio al dettaglio di indumenti e altri oggetti usati,,,,,
2030,47.79.4,Case d'asta al dettaglio (escluse aste via internet),,,,,
2031,47.79.40,Case d'asta al dettaglio (escluse aste via internet),,,,,
2032,47.8,COMMERCIO AL DETTAGLIO AMBULANTE,,,,,
2033,47.81,Commercio al dettaglio ambulante di prodotti alimentari e bevande,,,,,
2034,47.81.0,Commercio al dettaglio ambulante di prodotti alimentari e bevande,,,,,
2035,47.81.01,Commercio al dettaglio ambulante di prodotti ortofrutticoli,,,,,
2036,47.81.02,Commercio al dettaglio ambulante di prodotti ittici,,,,,
2037,47.81.03,Commercio al dettaglio ambulante di carne,,,,,
2038,47.81.09,Commercio al dettaglio ambulante di altri prodotti alimentari e bevande nca,,,,,
2039,47.82,"Commercio al dettaglio ambulante di prodotti tessili, abbigliamento e calzature",,,,,
2040,47.82.0,"Commercio al dettaglio ambulante di prodotti tessili, abbigliamento, calzature e pelletterie",,,,,
2041,47.82.01,"Commercio al dettaglio ambulante di tessuti, articoli tessili per la casa, articoli di abbigliamento",,,,,
2042,47.82.02,Commercio al dettaglio ambulante di calzature e pelletterie,,,,,
2043,47.89,Commercio al dettaglio ambulante di altri prodotti,,,,,
2044,47.89.0,Commercio al dettaglio ambulante di altri prodotti,,,,,
2045,47.89.01,"Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti",,,,,
2046,47.89.02,"Commercio al dettaglio ambulante di macchine, attrezzature e prodotti per l'agricoltura; attrezzature per il giardinaggio",,,,,
2047,47.89.03,"Commercio al dettaglio ambulante di profumi e cosmetici; saponi, detersivi ed altri detergenti per qualsiasi uso",,,,,
2048,47.89.04,Commercio al dettaglio ambulante di chincaglieria e bigiotteria,,,,,
2049,47.89.05,Commercio al dettaglio ambulante di arredamenti per giardino, mobili, tappeti e stuoie, articoli casalinghi, elettrodomestici, materiale elettrico
2050,47.89.09,Commercio al dettaglio ambulante di altri prodotti nca,,,,,
2051,47.9,"COMMERCIO AL DETTAGLIO AL DI FUORI DI NEGOZI, BANCHI E MERCATI",,,,,
2052,47.91,Commercio al dettaglio per corrispondenza o attraverso internet,,,,,
2053,47.91.1,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,,,,,
2054,47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,,,,,
2055,47.91.2,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione,,,,,
2056,47.91.20,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione,,,,,
2057,47.91.3,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono",,,,,
2058,47.91.30,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono",,,,,
2059,47.99,"Altro commercio al dettaglio al di fuori di negozi, banchi o mercati",,,,,
2060,47.99.1,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)",,,,,
2061,47.99.10,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)",,,,,
2062,47.99.2,Commercio effettuato per mezzo di distributori automatici,,,,,
2063,47.99.20,Commercio effettuato per mezzo di distributori automatici,,,,,
2064,H,TRASPORTO E MAGAZZINAGGIO,,,,,
2065,49,TRASPORTO TERRESTRE E TRASPORTO MEDIANTE CONDOTTE,,,,,
2066,49.1,TRASPORTO FERROVIARIO DI PASSEGGERI (INTERURBANO),,,,,
2067,49.10,Trasporto ferroviario di passeggeri (interurbano),,,,,
2068,49.10.0,Trasporto ferroviario di passeggeri (interurbano),,,,,
2069,49.10.00,Trasporto ferroviario di passeggeri (interurbano),,,,,
2070,49.2,TRASPORTO FERROVIARIO DI MERCI,,,,,
2071,49.20,Trasporto ferroviario di merci,,,,,
2072,49.20.0,Trasporto ferroviario di merci,,,,,
2073,49.20.00,Trasporto ferroviario di merci,,,,,
2074,49.3,ALTRI TRASPORTI TERRESTRI DI PASSEGGERI,,,,,
2075,49.31,Trasporto terrestre di passeggeri in aree urbane e suburbane,,,,,
2076,49.31.0,Trasporto terrestre di passeggeri in aree urbane e suburbane,,,,,
2077,49.31.00,Trasporto terrestre di passeggeri in aree urbane e suburbane,,,,,
2078,49.32,"Trasporto con taxi, noleggio di autovetture con conducente",,,,,
2079,49.32.1,Trasporto con taxi,,,,,
2080,49.32.10,Trasporto con taxi,,,,,
2081,49.32.2,Trasporto mediante noleggio di autovetture da rimessa con conducente,,,,,
2082,49.32.20,Trasporto mediante noleggio di autovetture da rimessa con conducente,,,,,
2083,49.39,Altri trasporti terrestri di passeggeri nca,,,,,
2084,49.39.0,Altri trasporti terrestri di passeggeri nca,,,,,
2085,49.39.01,"Gestioni di funicolari, ski-lift e seggiovie se non facenti parte dei sistemi di transito urbano o suburbano",,,,,
2086,49.39.09,Altre attività di trasporti terrestri di passeggeri nca,,,,,
2087,49.4,TRASPORTO DI MERCI SU STRADA E SERVIZI DI TRASLOCO,,,,,
